,ens_1,ens_2,ens_3,ens_4,ens_5,ens_6,ens_7,ens_8,ens_9,ens_10
2025-09-16,3015040.3447032184,3106489.128703223,2851877.5687032198,3091730.3082032255,2885450.7452032235,3069644.5927032246,3018732.6617032206,3015545.6262032213,3084808.133203226,3041285.9677032223
2025-09-17,2937855.3062356184,2993970.2707356135,3172647.528235613,2926282.902735617,3162539.647235613,3064284.261235611,3068035.0482356115,3051806.6907356135,2950943.2837356147,3019962.991735612
2025-09-18,2952133.7786210924,2958329.167121098,2917156.077121099,2969636.9366211,2849470.647121101,3053318.1171211014,3006351.260621102,2832517.1441211007,2911247.7946210965,2714545.998121096
2025-09-19,3107076.996764248,3083600.90476424,3081437.030264247,3181618.9372642417,3140383.9357642443,2765592.4477642495,2817425.829764243,2812747.184264244,2987436.6897642473,3098681.2947642454
2025-09-20,3203287.0314491736,3131311.562949182,3159241.200949182,3028298.0089491764,2928713.7544491747,2921458.649949182,3050226.5569491764,3096719.780449173,2935915.6234491807,3065236.0914491764
2025-09-21,3055087.043213702,2962195.7077137004,3054770.754213701,2889158.4787136987,2972209.0062136976,3000098.1537136966,2942939.412213697,3044481.2777136983,2734353.487213702,2956759.2272136984
2025-09-22,2899518.5069130138,2886852.7714130133,2994972.232913012,3133636.7689130087,3071988.3999130162,2941449.649413011,2914667.5319130127,2935829.458413008,3050564.689413014,2965230.2709130184
2025-09-23,3040069.8652482154,3023625.1822482115,2996862.8607482202,3060951.7062482187,3058609.63624822,3070461.0837482177,3059299.929748222,2859731.919248221,3011128.926248223,3003330.110248217
2025-09-24,2919465.9088334935,3040910.853333496,3166874.6778334915,3063192.967833494,3285421.1953334897,2923953.673833495,3081696.2313334914,3057182.966833488,3021614.693333491,3184156.9638334876
2025-09-25,3107225.6984663103,2711806.461966307,3022609.318466299,2906997.1929662996,3164683.105966302,2895133.7274663,3005837.8299663053,2871408.332966305,3164683.105966302,2889988.9094663
2025-09-26,2971921.890646992,3014075.8346469924,3174157.1326469914,3121301.151646994,2799365.6446469966,3007639.1846469943,2743944.83964699,3105316.6706469855,3172939.265146988,3078885.6751469923
2025-09-27,3141309.8206102774,3108656.507610278,3156473.361110279,3204397.328110274,2961077.4216102776,3012049.2591102743,3165935.693610269,3156473.361110279,3148869.4761102693,3033561.4021102767
2025-09-28,3098353.0839448674,3007710.323444866,2863754.0449448703,3097263.4229448703,2977020.7939448687,2873517.8719448657,2932180.283944868,3147840.983444863,2948315.219444865,3024940.223944866
2025-09-29,3052668.033935073,3122532.6374350656,2776166.63393507,3207225.8044350734,2918290.2804350667,3100242.091435067,3087341.6889350717,3044067.9259350696,3147432.0214350745,3154604.6824350655
2025-09-30,2933821.8227533586,2950100.2227533567,3137008.630753365,2919771.8417533548,3008942.03575336,2932119.4757533576,2947451.667753357,2902259.8967533605,3099147.237753358,2980321.919753356
2025-10-01,3064857.3446534253,2983849.154653424,3200448.62465343,3081331.5896534272,2987564.5621534246,2984047.471153421,3087516.6661534235,2995559.469653423,3039597.236153426,2742343.5476534283
2025-10-02,2879416.025457539,2897449.6369575355,2847959.895457532,3007231.9624575344,3194276.0399575336,3096492.9604575373,2920417.4789575324,2669232.544957538,3090462.448457537,3101809.8684575367
2025-10-03,2949660.062054791,3066905.69905479,3014669.8150547906,3109837.4790547923,2953564.721554794,2871498.130554794,2987997.2875547884,2997330.579554794,3073435.8080547913,3125852.270054796
2025-10-04,2842648.21123233,3073376.3452323237,2891039.481232333,2906412.7107323245,2925729.137732331,3063611.2307323324,3217450.5692323246,2951779.8887323285,3019496.165232334,3085636.47223233
2025-10-05,2672507.998020545,2856632.1655205437,2984925.9245205456,3009664.3095205426,3111486.992020542,2927168.8580205427,3020989.542520546,3002515.244020549,3167312.9925205405,3057957.8795205485
2025-10-06,3037961.0026145927,2868385.062114589,3059999.4896145924,3003102.7946145935,2815070.1796145933,3010106.8596145962,2951034.688114596,2963932.183614588,3173454.44911459,2882610.8456145925
2025-10-07,2859247.254775338,3098737.112275341,3040898.02427534,3016191.62777534,3024629.1292753494,3052975.6567753465,3301468.491775347,3127065.3187753437,2989832.2242753427,3255098.9397753426
2025-10-08,2962450.9827111666,2897627.9092111685,3217378.7982111666,3104623.1312111663,3079832.3082111618,3026847.8102111677,3081179.249711168,3002214.784211166,2954022.096711161,2915975.4897111636
2025-10-09,3011963.2207116475,3004907.98821164,2971522.007211646,2921561.321211648,2811142.687711647,3203323.9012116445,3155726.5847116415,3037504.5697116405,3120271.3157116435,3040766.9552116417
2025-10-10,2858221.133629595,3029275.8931295914,3012531.9426295925,2707915.065629595,2993614.632129594,2950302.682129589,2886545.2086295923,2885277.7696295907,2820977.7446295926,2868150.3836295917
2025-10-11,3179288.195443017,3249740.2809430105,3298367.3799430123,3075018.1254430087,3128748.8449430075,3026269.325443012,2964085.916943013,3058957.5969430124,3139677.447443009,2951151.8004430137
2025-10-12,2835668.825594864,2932184.925094862,2835668.825594864,2914006.5875948654,3000039.296594868,2801005.0950948624,2869242.0020948676,2860798.0920948656,3108214.142094868,3091086.959094866
2025-10-13,3048599.1801754762,3379122.1981754773,2913562.7516754745,2903528.127675475,2946052.237675476,3146583.318675478,3046097.612175475,3156691.199675478,3046097.612175475,2952244.2221754724
2025-10-14,3074565.5817686967,3000406.1582686943,2978250.303768696,3194057.5527686905,3148521.89126869,2941430.6402686983,3079131.1567686917,2916269.592268695,3038203.3662686916,3070447.664768696
2025-10-15,2852764.9416600056,2869480.4721600055,2797282.116659999,2914791.108159998,2986502.84066,3076047.7396599995,3087769.777159999,2954723.921160002,3004000.400660007,2900302.7806599988
2025-10-16,2867036.903061227,3036753.2985612312,3055432.2070612307,3241822.2305612294,3026253.314561232,2967263.1125612278,3061791.540061231,2781258.497061236,3114347.3440612317,3103491.012061231
2025-10-17,3160650.6789863035,2937205.2364862957,3160650.6789863035,2901239.800986304,2947186.064986299,2845866.176486301,3112588.1414863,3089099.8544863015,2893977.569486299,3100681.044486296
2025-10-18,3018948.1417193133,2940430.534719311,3066867.5717193107,2915195.054219309,3228205.4767193114,3062924.6302193124,3065329.170719302,3069976.0092193154,2963398.376719308,3105113.849719314
2025-10-19,3105340.5761810984,2911889.7686810894,3024790.4116810886,2994735.029681087,3043109.8311810913,2996762.580181086,3077152.4306810885,3058072.1496810955,3072667.936681089,3153497.9371810923
2025-10-20,2996163.78652733,3104526.1875273334,2977731.2960273307,2969444.0005273274,3001031.380527332,2996438.9020273327,2997280.3960273345,2921980.3905273303,2963244.5540273297,3006518.317027332
2025-10-21,2934927.5357515034,2882467.3647514996,3095742.9317515045,3226362.9477515,2908531.476751504,2982988.197251503,3091117.226751504,3009155.3197515034,3035153.621251504,2920366.208751504
2025-10-22,2874953.2564674686,2985296.0549674584,3028518.6374674663,2906622.1124674627,2764737.536967466,2936794.341967464,3214501.923967469,3080708.280967468,3140116.0109674656,2956767.0514674643
2025-10-23,2748538.482313971,2860925.731813968,2909349.5178139703,3029806.136313971,3087463.3163139713,3148053.9628139734,3062460.0993139725,3137549.9663139707,2925922.2183139687,3082570.81331397
2025-10-24,2956752.2974820533,3306365.717482056,3018322.2334820544,2993078.5034820517,3147290.449982053,3106921.7664820547,3044935.8924820535,3005254.0104820477,3258749.1839820477,2811252.206982053
2025-10-25,3091649.068544654,3116251.121044654,3115929.3280446543,3122823.718544654,3043319.3580446523,2913149.338044654,3081047.732044656,3186722.411544657,2767126.1150446543,3077339.8710446516
2025-10-26,3357627.872797606,2990929.0852976097,2984854.266797603,3093217.533797605,3016616.244797606,2874843.19679761,2792564.2037976063,2915400.8477976085,3041343.3712976067,3101136.0967976046
2025-10-27,2990612.9022383513,3058302.829238353,2914180.7187383515,3049324.356738355,2740888.059738351,3011081.567738355,3158534.6572383502,3024652.269738355,2927990.9137383522,2961132.817238347
2025-10-28,2931615.1873629377,3097518.389862942,3124140.7193629406,2935234.9773629396,3228252.0368629405,3146147.5668629413,3095867.8903629407,2703841.393862942,2887724.755862938,2955112.293862942
2025-10-29,3092276.702004117,2695371.348004112,2956428.0710041123,3056743.1790041076,3098600.219504112,3106518.7825041115,3107121.063504109,3016530.2105041165,2965633.1735041123,2915228.8860041127
2025-10-30,2951282.448501778,2958544.6800017827,2909728.887501779,3014373.2155017797,3004490.9440017776,3052033.059501774,2974837.7205017796,2852430.806001777,3046003.5595017755,3101973.379001781
2025-10-31,3048821.7634767178,3004390.4089767183,2985160.3444767115,3038215.9979767143,2838506.8409767193,2908482.253476711,2854458.5834767185,2928908.7404767186,2951348.285976715,2810214.3719767155
2025-11-01,3044827.0333975977,3160441.951397593,3074025.946897592,3055834.03039759,2932334.3393975943,3154576.1113976017,3091774.5778976004,3181376.855397597,3080051.2508975947,3002700.119897593
2025-11-02,3147653.3488057586,2965627.1463057576,3163068.218805762,3098577.0683057588,2987353.901305756,2965627.1463057576,2955653.084305757,3065750.6418057624,2966489.7278057537,2922256.3973057643
2025-11-03,3089758.632331294,3208941.0623312937,3082518.9958312954,2830935.406831294,3118826.1168312933,3160431.3658313015,3070778.203831294,3086830.935831292,3086944.953331293,2933013.7878312944
2025-11-04,3226191.9594389065,3078446.151938905,2935348.355938909,3197931.636938909,3130097.794438908,3197931.636938909,3055565.1894389074,3042884.49243891,2868911.4054389107,3264564.417438902
2025-11-05,3041259.7212378066,2959058.7952378066,3097974.1582378005,3333444.802237802,3109900.3342378004,3069401.5937377964,3338834.896737807,2948756.8527378044,3114192.5282377983,3114472.728237801
2025-11-06,3032829.8693075385,2669623.095307537,2881539.4363075355,3027740.690307536,3016631.3728075344,2893667.75230754,2872933.440307534,3023991.9738075393,2731734.229307536,3070075.3358075367
2025-11-07,3126333.4345502728,2714327.6190502713,2986877.6475502695,2843510.387550269,2840574.3010502663,2840574.3010502663,3056758.16105027,3150559.4130502683,2924795.42905027,3020292.9320502696
2025-11-08,2931233.9251298653,3003130.78062987,3089329.3856298705,3051129.5516298683,2956597.3426298667,2869616.747129867,3020878.1881298698,2968065.4761298695,2926649.72512987,2992209.834629865
2025-11-09,3208830.719420337,3232493.357920337,2964327.4739203355,3010574.396920343,3194854.9204203426,2894259.7834203355,3283480.0144203426,2974070.7599203405,3175305.8784203418,2917570.4234203394
2025-11-10,2982269.054635207,3195450.818635206,2937033.095135213,3003987.2406352065,2926948.7096352093,3080115.7761352127,2894693.5856352104,3230625.7776352065,2936645.9641352086,3054235.2296352084
2025-11-11,3021309.31441472,2726346.1154147196,3166302.9749147194,2966986.327414719,3060269.6234147167,3295687.2564147236,3004520.952414724,3009122.165414724,2740094.222914723,3214478.569414722
2025-11-12,2923403.9212452117,2951838.536745208,3000245.6372452066,2896487.792745208,2985101.1407452063,2987563.6267452072,3113207.203245212,3429109.608745209,3079759.4662452065,2750649.430245208
2025-11-13,2901130.00541972,3023506.97391973,2901130.00541972,3082133.1014197273,2946497.183419724,2968310.2734197252,2731462.2249197257,2862448.534919722,2897513.129419727,2967535.525919724
2025-11-14,3090992.8854124565,3104930.1319124624,3355036.0939124622,3033450.2004124564,3274691.3849124582,3076093.7269124608,3015263.123412463,2984633.0119124656,3194472.538412463,3047272.740912457
2025-11-15,2967029.1863929485,3199523.860892942,2806561.5978929484,2806195.2658929443,3098714.542392947,3034489.8818929507,3213982.508892948,3026691.0658929446,2839928.0238929503,2933266.479392946
2025-11-16,2829603.869373975,2836233.135373971,3313001.362873971,2907088.3738739756,3197161.245373966,2924467.3358739717,2942312.5913739726,3033707.4963739673,2625230.3588739727,2910474.749373973
2025-11-17,2976910.1651905486,2964504.8066905453,2969958.461690544,3027595.573690547,3059654.967690539,2971701.49269055,3329088.2706905496,2948602.241190542,3176759.650690542,3127405.8461905415
2025-11-18,3027387.023886033,2898467.861386033,2976684.907886033,3088632.6698860317,2909513.1898860335,2812658.7273860355,3031329.965386031,3103653.1643860354,2964863.129386033,3144261.923886038
2025-11-19,3080399.4328063005,2956336.614806303,3087347.565306299,3239862.7943062955,3154189.1963063027,3087347.565306299,3000137.8358063046,3055898.420306306,3072602.037306297,3002396.3928063056
2025-11-20,2985445.9146339716,3045492.750133976,3126880.2291339748,3192549.9836339727,2837764.8086339734,2746649.127133974,3227276.520633978,2788608.025133973,3012053.823633978,2958551.796133978
2025-11-21,3046927.1577948704,3033129.8512948686,2930833.220794868,3025844.844794869,2881035.175294865,2993908.5432948736,2962640.1592948674,3156134.5587948677,3027378.0577948666,2847565.5652948674
2025-11-22,3285335.9574290365,2857416.185929037,3118918.9409290426,3122436.6244290397,3124823.8369290424,2755867.383929039,3216947.4959290386,3032100.1324290386,3116594.9094290365,3229123.0529290396
2025-11-23,3217554.3344084243,3137006.6559084253,2945711.906408425,3066572.067408421,3178585.0474084155,3137956.397908427,3132936.3684084276,3017704.4374084235,2841131.1059084213,3351848.931408428
2025-11-24,3122385.748020551,2995275.62902055,3191441.803020546,3082391.867020549,3027584.984520548,3080268.9685205515,3322823.507020545,3028369.535020552,3009237.404020553,3165497.752520543
2025-11-25,3076160.7085069884,3147878.9345069905,3217564.731506983,3020235.741006985,3133908.153006983,2783171.72500699,3068090.743506994,3109143.4180069817,2932433.649506988,3081071.6535069877
2025-11-26,2944755.419734929,3006259.2862349367,2816577.0832349346,2849018.9362349333,2928384.4552349336,3085266.9292349378,3036207.0557349348,3122592.009734936,2990502.941734936,2958075.5172349317
2025-11-27,3045628.350560211,3232196.4850602057,3197680.6025602077,3353862.9870602046,3111057.1615602067,3064156.184060205,3011447.2050602064,3150199.8925602105,2904053.4280602075,3079095.457060204
2025-11-28,3185112.122049862,3012262.0295498576,3033156.5400498593,2953277.589549866,2934048.9135498595,3091759.689049865,3142641.4415498567,3040262.5860498697,2860476.553549866,3159221.9595498596
2025-11-29,3074751.726134931,3062483.1566349315,3136295.281134937,2889354.6326349354,2983538.9991349303,3117827.9756349274,2677278.793134933,3074330.7626349344,2924244.4616349367,3130046.638634934
2025-11-30,2709278.2019313695,3180272.1989313643,3056134.7014313657,3079702.1034313664,3309944.907431361,2995290.1729313675,3102062.2889313707,3357561.440931369,2955945.2574313683,3106970.473931371
2025-12-01,3203860.1969212354,3150763.662421242,3098567.258421235,3000156.256421239,2945809.844421236,2774865.7714212374,3104460.286421239,3073482.162921236,2876247.1924212347,3044253.8839212353
2025-12-02,3266404.1487827413,2896102.160782738,3045583.5227827434,2895841.5682827407,3189223.3332827426,2848611.9027827424,3136693.0727827433,3067195.2237827457,2938006.965282741,2964134.682282742
2025-12-03,3135365.3241904695,2935515.838690476,2957878.5286904746,2912926.29019047,3073111.1171904737,2980034.383190473,3091530.5771904737,3119271.660690472,3056801.66669047,2989731.6376904724
2025-12-04,3104019.629092879,3023781.8005928798,2938356.253592878,3135115.792092877,2985291.3620928777,2904838.330092879,2851398.4025928765,2891028.1350928782,2980244.1855928767,3104019.629092879
2025-12-05,3166971.285315411,3033319.236815412,3182068.5453154095,3180191.554815408,2982648.622815407,3028990.15831541,2978575.9813154074,2933686.9873154075,3081450.745815408,3266105.0943154055
2025-12-06,3098888.259093151,3167407.3710931516,2984693.0100931497,3131437.9055931577,3136457.935093157,2987063.5290931533,2938759.3270931565,3098693.3250931506,3074020.866093155,2987063.5290931533
2025-12-07,3018583.4980154843,3212713.6205154834,3230927.5950154853,3056197.319015484,3167507.412015488,2950255.8880154863,2983556.8045154833,3015975.2410154883,3131182.968015484,3275753.548515487
2025-12-08,3147273.5817912337,3067154.616791236,3324498.3917912357,2887869.597791238,3205386.877291231,3241667.863291231,3235123.595291238,3197823.443791225,2870490.4517912343,3163699.4537912346
2025-12-09,2869196.8995573916,3049388.0825573965,3084061.7375573954,3244333.9770573927,3168668.2325573964,2950506.6500573927,3214795.384557394,3021832.477057392,2939264.5900573917,3118577.6200573933
2025-12-10,3265733.5580619145,3106393.3465619166,3048747.0870619174,3346824.986561913,3225514.8860619213,3144806.6695619193,3208270.621561923,3138942.368061923,3014625.2015619176,2939083.615061919
2025-12-11,2982151.1743647275,3183808.651864722,3139017.71736472,3212189.0973647335,3124118.5588647244,3185025.107364729,3110670.1893647276,3063296.8293647273,3206768.5958647225,3132121.4178647273
2025-12-12,3173899.655627524,2746042.9931275314,3205059.4811275355,3201275.1176275304,3250062.8291275306,3317973.879627525,2981733.9036275344,3089008.9481275333,3106770.518627529,2894084.418127535
2025-12-13,2780361.796323629,3211584.4393236306,2968493.5018236255,3065560.547823631,3030228.709323627,3349702.937323633,3312804.3843236347,3203007.2818236295,2987532.398323631,3155087.851823632
2025-12-14,2963971.436918075,3118004.517918083,3271798.6414180817,3192036.845918073,2896160.275918085,3211058.6064180816,3056105.2514180797,3179080.577418079,2937049.6879180763,3161898.333418083
2025-12-15,3189998.4760934208,3214319.1950934217,3343550.331093428,3345915.0965934247,3284678.5195934284,3168330.640593418,3276059.24709342,3157128.224093422,3336213.961093419,3414786.4125934243
2025-12-16,3183222.8266458935,2796503.967645889,3072512.350145887,3136820.8946458967,2930556.901645886,3056270.730145887,2934488.699145888,2950029.7826458863,2973702.843145887,2920387.9606458913
2025-12-17,3127589.9446831485,2805421.9661831516,2983143.489683151,2805786.328183154,3159317.3456831467,3038796.6491831513,3483861.7021831498,3226079.725183148,3023794.1916831504,3269951.5476831477
2025-12-18,2753944.232863284,3022089.8793632844,3118589.4473632867,3050610.5828632833,3116248.6543632834,3114525.534363284,2976342.4268632857,2997092.237363283,3105932.0263632806,2908802.4798632837
2025-12-19,3141829.0235326714,2994458.384032671,3009506.789032668,3051411.5935326708,3151698.734032674,2806661.123532672,3225186.5180326644,3063843.074532668,3156264.3090326693,3045284.186532673
2025-12-20,3110428.9417646527,2956684.8572646556,3149363.316264655,2963314.1232646517,3116754.449764656,3137515.710264652,3095277.3017646554,3115818.1942646517,2853860.1487646517,3150376.328764654
2025-12-21,3209196.466086984,2829789.017586984,2962097.990586981,3146263.2285869876,3278350.433586986,3101459.2960869796,2978879.100586981,3440005.169586986,3349926.3230869817,3128632.640586986
2025-12-22,3058852.2404010897,3133498.98840109,3020565.518901095,3065252.312901095,3103656.1729010977,2875727.8889010954,3271020.9984010966,3025321.1119010933,3185652.765401093,2919490.9349010913
2025-12-23,3171581.5765840397,3220882.248084038,3184290.1780840433,3120264.4485840364,3025082.1155840373,2891230.529584036,3237562.3040840337,3033054.719084042,3179106.26158404,3012235.624584037
2025-12-24,3078877.0897430107,3116069.9822430117,3053424.349243007,3066582.974243011,2914187.4172430113,3055234.069743009,2947657.027243009,2775008.171743013,2918866.0627430105,2970734.678743015
2025-12-25,3142526.4293363662,3041130.47033637,2942478.5878363643,3173865.0873363684,3175776.4393363716,3162496.6423363686,3198311.2798363655,3048792.6778363683,3291943.9063363643,3172474.0363363666
2025-12-26,3249116.452773964,3264276.9637739663,2985538.450773972,3158215.366773971,3186911.1817739652,3076157.9907739675,3096413.7322739693,3190646.425773969,2987544.642773969,3118489.4102739687
2025-12-27,3212553.4349273248,3011019.0674273204,3211033.3599273222,3071571.169427327,2938751.759927323,3244578.4819273255,3205644.1074273232,3089419.0389273283,3090241.3374273246,3016891.8334273235
2025-12-28,3239476.660448638,3055549.373448633,3106804.448948634,3243725.813448631,3049421.9664486353,2998596.1639486332,2959888.986448631,3081228.9049486346,2964960.1904486306,3045850.6439486323
2025-12-29,3185026.8757152744,3250510.025215278,3237353.5027152756,3163937.5072152796,2917421.178215282,3114628.21021527,3101843.1702152756,3075745.9677152717,3081857.911215276,2991580.410715277
2025-12-30,3200118.269393418,3020356.642893422,3001695.348893425,3064313.4398934217,3338845.4348934223,3238122.844393421,3059508.706893425,3210080.9613934243,3325292.273893426,3006389.8988934206
2025-12-31,3138171.980166089,3087199.494666098,3259874.979666093,3218593.1571660945,3042435.496666093,2918987.7836660915,3335265.629666098,2945753.9176660934,3264753.700666093,3139979.35316609
