,ens_1,ens_2,ens_3,ens_4,ens_5,ens_6,ens_7,ens_8,ens_9,ens_10
2025-01-11,3038893.892116579,2956152.7936165784,2958330.0666165813,2767687.114616585,3068563.0126165813,2903879.6976165785,2897120.844116583,2607671.2491165777,3035292.8121165773,2857538.1621165755
2025-01-12,3253689.7746419096,3214022.7351419227,3273478.225641914,3252493.151641912,3061296.2001419137,3312945.4921419146,3036213.1711419174,2874073.083141922,3152779.365641919,3258531.3751419173
2025-01-13,2995358.6102343844,2905225.0557343853,3216530.1697343825,3110628.973734384,3274136.1742343823,3002116.9742343817,3007393.282234385,2950006.6867343844,3002116.9742343817,2972724.065234386
2025-01-14,3103784.383733012,3169843.1617330094,2918193.8697330086,3057301.3737330097,3069268.501233014,2938697.1372330138,2871156.4712330145,3114390.1492330153,2927711.774233015,2906985.0887330114
2025-01-15,3099182.564071918,3173410.348071918,3119383.326571918,3087426.2105719196,3131813.121571917,3037028.7485719197,3199154.398071915,3403101.155071918,3255372.2550719185,3420002.084571917
2025-01-16,2981690.078534251,2982202.296034248,3099377.054034251,3141096.1985342465,3143666.2550342483,3159641.1900342475,2944263.194534253,3099221.837034253,2979806.04103425,3152093.589534252
2025-01-17,3029777.9950980814,3041610.061098085,3112071.700098085,3086081.2020980837,2955031.5880980804,3159038.5565980845,2752446.515098082,3090123.5245980793,2840992.442098083,3166438.4615980797
2025-01-18,3215578.4313010974,3306891.1933010924,2949692.810301092,3091885.106801093,3218132.4983010963,3125038.3883010945,3160800.1388010983,3184993.6188010946,2973365.8708010926,2948187.1743010925
2025-01-19,3230758.6141359573,3061426.552635953,3176949.6776359556,3042747.335635957,2905544.37013596,3291061.3736359547,3075938.65813595,3137664.5041359556,2859051.747135955,2813114.916135956
2025-01-20,3330689.429797259,3038504.3487972636,2848657.4577972596,3022926.076797254,3167616.248297256,3239049.966297255,2996338.563797258,3068548.4632972577,3170125.87429726,3111717.355797258
2025-01-21,3134529.9983354756,2868697.4318354796,3084717.873835478,3264193.4553354797,3058546.47033548,3224597.5698354775,3004078.357835475,3186397.4288354735,3155339.798835478,3170931.6693354766
2025-01-22,3089751.21150671,2930565.445006714,2963256.7110067173,2955193.4745067153,3064278.409006713,3230006.7165067084,3039034.67900671,3137700.39150671,3293969.216006713,2742105.741006713
2025-01-23,3118574.7793045132,3092785.5178045146,2975186.9543045177,3070950.4408045174,3196723.16380452,3058142.0908045145,3199151.8418045174,3088759.653804517,3154307.687304518,2857702.6673045163
2025-01-24,3162104.4402819197,3164242.021781917,2934047.6812819196,3061178.1067819176,3086922.1567819146,3271173.634781917,3079925.132281919,3057225.648281916,2934490.151781914,3114811.8072819156
2025-01-25,3016653.7601578776,3082673.3751578764,3229218.7151578763,3217871.295157877,3161164.1011578753,3225114.1771578724,3112822.044157875,3006824.8721578787,2929555.3126578727,2822239.267157875
2025-01-26,3053526.2297052066,3081898.0737052048,3067496.1932052043,3274346.8557052044,3133764.058205206,2903784.275205204,3253062.6772052054,2726856.374705209,2663132.1152052074,3053692.2772052046
2025-01-27,3135250.664976916,3196729.292476915,3359061.045976915,3405592.134976913,3016610.3799769166,2952552.072976913,3218548.057476914,3244603.579976917,3216360.2714769123,3029449.681976917
2025-01-28,3159023.592374247,3093790.670874245,3290592.7833742434,2985321.436874249,3077824.305374251,3151973.56787425,3219960.73437425,3206977.1973742465,3045875.248374249,3172734.828374246
2025-01-29,3112714.755631167,3059955.452131163,3143831.392131161,3129351.5706311623,3035455.3056311714,2972379.983131166,2988304.5771311624,3286440.0161311617,2920498.541131166,2953164.8591311635
2025-01-30,2994068.2989363037,3156614.1409362964,3114435.9929363034,3194402.3209363,3366136.4064362985,3072309.0794362985,3072339.748436298,3212978.179936298,3323683.5374362976,3087279.0214362973
2025-01-31,3007704.2638813024,3274641.1518813036,3283783.0078813015,3333201.924381303,3127140.7953813015,2827903.8183813025,3515674.822381301,3180617.0973813003,3182272.696881305,3185151.8043812998
2025-02-01,3108417.5187246585,3161978.6467246567,3244856.683724661,3279216.69222466,2815793.1922246595,3001623.00572466,3057328.9397246595,3013501.638224658,3113111.5947246584,3216478.9862246583
2025-02-02,3094902.9805966457,3168057.4435966415,3058977.198596647,3126464.906596644,3222370.818096641,3097451.225096638,3012836.0715966467,3083857.652096645,2825902.542596645,2937005.146596644
2025-02-03,3141635.933553567,3049776.539553562,2848587.4330535624,3160348.824053567,3152043.685053559,3239555.44505356,3044596.7220535637,3249782.0250535663,3215705.1040535653,2992419.603553565
2025-02-04,3149105.6517520556,3088755.8707520533,2946211.3682520567,3078935.9042520537,3148159.3997520544,2898487.216752052,3078955.7777520474,3079777.3982520555,3095890.689252051,2695338.3232520525
2025-02-05,3063076.474901374,3264677.044901371,3020633.144401373,3242968.092401374,3252885.443401368,3194771.0944013763,3258953.838401368,3021688.783901371,3150076.7569013727,3264027.7014013752
2025-02-06,3277463.3285593833,3158679.2585593835,3208518.267059387,3071072.9140593833,3504762.1800593827,3158679.2585593835,3274883.860059386,3149364.135559384,2908216.4235593835,3215056.158059385
2025-02-07,2985765.9155721874,2777539.0815721913,3094644.6575721917,3133663.2135721887,2977022.823572192,3342144.677572191,3113192.0635721926,3062807.949572194,3079444.748572194,3054802.921572189
2025-02-08,3019412.330165747,2945242.197665755,3211805.904665743,3135886.662165751,3161249.040665755,3267902.3746657535,2806532.040665752,3027748.556165756,3067134.7726657507,3129573.732165751
2025-02-09,2997756.435097262,3167504.508597256,2898569.669597253,3260444.5015972597,2962396.5335972593,3186720.9295972562,3137186.766597257,3328468.9400972575,3061946.5820972533,3225166.881097259
2025-02-10,3257815.6304088356,3080933.5754088317,3376172.097908829,3167447.985408837,3033145.8414088353,3533991.5559088355,3046956.036408836,3052369.2669088333,2839229.651908839,3151249.488908833
2025-02-11,3036504.1515783565,3053417.40807835,3147656.078078352,3109574.28557835,3242023.241078356,3079445.192578352,3169700.0420783516,3270189.6805783515,2989725.060078356,3147040.7205783534
2025-02-12,3060469.8974858182,3056379.012485823,3069811.4109858195,3063052.557485824,3349645.317485818,3044826.0959858187,3136424.843985818,3147586.135485817,3070787.932485817,2977656.058985821
2025-02-13,3167181.0531030204,3108630.672103013,3139180.4966030084,3321491.405103013,3050751.364103011,3181956.8786030174,3102183.415603013,3329409.9681030125,3025516.7206030134,2907441.565603013
2025-02-14,3126191.2181171277,3316795.2591171223,3231855.455617121,3038508.0451171226,3402006.1786171207,3190831.434617127,3195954.421617123,3075499.910617126,3149950.0676171263,3117968.4726171196
2025-02-15,3076082.2573132906,3033922.8188132895,3179538.0123132877,3296866.4178132927,3002039.4448132883,3082232.9383132868,3085804.26081329,3174061.802313285,3056825.3098132918,3154391.8508132817
2025-02-16,3137632.86378267,3186251.3617826756,3093987.2727826685,3197695.11078267,3017481.4857826754,2941728.818282671,3129950.3777826703,2894446.0992826694,3132033.879782666,3310388.426282678
2025-02-17,2773820.9212408266,2945966.896740829,3276800.0027408265,3003451.955740829,2973751.473240824,3112028.0532408245,3038558.313740825,3153433.0287408293,3095506.2292408324,3184928.8162408257
2025-02-18,2994057.6077420576,3076375.3292420562,2978419.762742056,2923739.751742056,2775014.030742062,3165226.9192420584,3187233.766742059,3145718.602742057,2957009.5722420597,3239179.2502420554
2025-02-19,3255003.0456082122,3392145.461608216,3203252.83210822,3211507.1061082184,3003163.7066082195,3017872.411108221,3010959.857608218,3186093.7046082183,3236235.5416082134,3021394.9821082186
2025-02-20,2886506.2603795244,3240441.9198795315,3214280.9883795246,3039837.3078795318,3086047.4338795235,3300194.527879522,3257517.8288795236,3217157.141379526,3166603.0558795244,2998629.9673795253
2025-02-21,3161495.8396794614,2821730.367179457,3088982.405679457,2859797.454179455,3107742.338179455,3291015.3686794494,3062542.0256794575,3187202.0191794555,2919135.498179458,3214514.4541794583
2025-02-22,3444590.5889985687,3207432.0089985644,3141449.44649857,3218925.6459985664,3206563.702998568,3111099.3394985674,3194935.259498569,3130361.5144985723,3329044.3734985692,3197090.568998569
2025-02-23,3341603.90302397,3380516.9220239734,3318552.403523971,3293136.1235239687,3352587.2840239736,3285007.2815239676,3168341.2580239708,3253873.3935239688,3306638.0705239675,3139431.6705239704
2025-02-24,3241193.7870698706,3326236.166569868,3189080.5915698614,3474402.591569862,3285674.416569866,3213274.600569863,3104079.3990698657,3223927.641069866,3364709.295569859,3043631.848569868
2025-02-25,3273311.5289654816,3449032.0949654807,3137720.269465478,3433028.366965481,3454511.3819654775,3443482.7289654794,3404698.237465476,3442232.6639654823,3283881.1054654825,3148450.058465483
2025-02-26,3363962.3447310287,3231032.56073103,3194564.919231029,3313574.5687310295,3671333.1467310293,3231032.56073103,3201493.379231032,3300644.375231031,3480794.3862310266,3406885.357231029
2025-02-27,3195526.472833154,3136980.1368331476,3322638.4443331477,3253393.496333152,3225887.679333155,3417255.2618331504,3368366.6363331517,3217758.897333153,3238975.6568331514,3391834.9633331457
2025-02-28,3147485.896428905,3226738.918928906,2952885.931928908,3257626.7864289056,3227621.8964289124,3405206.999928902,3193178.055428911,3435508.223428903,3347526.9369289028,3205365.204428907
2025-03-01,3269746.6010328815,3267241.510532883,3290869.5450328887,3473010.1960328845,3318141.626532874,3283763.4990328783,3280726.26453288,3256333.9390328815,3291379.305032883,3220132.015032885
2025-03-02,3021881.8242658265,3225113.601265823,3332781.200765821,3430942.2452658243,3232065.3047658275,3404176.465765823,3260253.319265822,3353876.631765825,3208290.735265823,3236136.1647658222
2025-03-03,3184512.72697288,2972451.66597288,3122815.5074728853,3110846.689972885,3261997.4979728777,3137287.0699728844,3230274.7864728826,3090462.021972883,3206945.7414728845,3338238.2964728856
2025-03-04,3310059.544979932,3184886.990979937,3176664.245479929,3285779.2854799316,3400109.6879799366,3114524.5369799347,3134733.1029799315,3235956.505479936,3318628.163979927,3041394.6474799355
2025-03-05,3338690.037301916,3394377.6398019176,3191223.551301914,3220107.677301916,3229061.545801919,3353061.7623019135,3303655.9263019203,3112495.3513019173,3272869.060301919,3127442.662301921
2025-03-06,2996092.7958349288,3192457.9083349286,3478545.9188349275,3148297.8353349264,3134262.3878349275,3391724.8238349305,3173726.697334928,3358453.3333349302,3352789.561834928,3199069.2283349284
2025-03-07,3282892.355874378,3097884.854874377,3317689.2608743845,3259138.879874377,3068770.741374377,3032167.03737438,3378152.7348743775,3441227.458374378,3385282.765374368,3589138.5288743773
2025-03-08,3110846.7255173367,3303007.494017336,3221682.6440173355,3336890.494017335,3239030.4055173323,3263989.731017334,3300486.5215173387,3344240.325017334,3394523.007017336,3298965.0100173373
2025-03-09,3241428.180198073,3360411.822698079,3421444.606698078,3327408.121198081,3248604.2436980777,3378734.1311980737,3248604.2436980777,3126852.408198074,3445982.1446980727,3545838.774698077
2025-03-10,3309717.343364384,3364575.4148643897,3293173.876864383,3377926.4258643873,3353056.269864382,3137678.747364389,3153129.8773643817,3609184.742364387,3310571.6818643846,3494935.428364386
2025-03-11,3072194.4884986384,2927411.7654986368,3153598.513998638,3240564.70249864,2949802.414998635,3267728.6924986443,3294529.4364986396,3208494.558998637,3373353.842998633,3162784.347498637
2025-03-12,3054281.4432466445,3242951.475246651,3386538.69324665,3257746.4607466483,3163218.0332466452,3105713.4947466464,3097913.8062466495,3249711.618246647,3106980.933746648,2957192.3417466446
2025-03-13,3384527.746381369,3198971.1543813692,3211636.8898813697,3528554.2773813703,3549069.1773813674,3198057.589881369,3460310.4823813713,3128695.0543813678,3260907.8003813685,3353624.0538813714
2025-03-14,2992002.564771103,3199858.6977711,3478011.892771099,3184419.2102711056,3241133.6472710995,3212561.0827710954,3352018.0537711037,3339773.8972711028,3376747.661271097,3136831.320771102
2025-03-15,3120791.913399996,3064275.868899995,3151124.669399995,2893899.8089,3162927.751400001,3376210.046899998,3290434.8803999987,3320108.560899996,3254139.563899998,3280753.222899997
2025-03-16,3389764.6317503434,3294254.9912503376,3354219.0537503376,3297317.38425034,3112480.13475034,3350851.61275034,3350851.61275034,3263121.1032503387,3078789.568750343,3234284.698250337
2025-03-17,3377338.385900818,3322670.0609008227,3312118.794400819,3282944.1044008206,3286370.054900819,3505421.7334008194,3428129.3769008205,3370245.086400818,3282944.1044008206,3287243.7679008213
2025-03-18,3183091.622846853,3034555.0998468543,3393950.638346857,3377897.703346855,3088977.63134685,3225626.7958468553,3401414.605846856,3084970.0933468523,3234769.433846851,3231534.2148468536
2025-03-19,3193131.169019045,3208504.3985190364,3249565.3015190423,3304588.10901904,2973118.800519045,3185843.698019045,3355413.4420190416,3530090.292019042,3009722.504519042,3333423.9915190395
2025-03-20,3321876.552769939,3185170.7877699365,3452236.566269935,3308762.803269934,3327100.0192699335,3353741.3692699336,3476407.033769932,3360346.969269928,3175843.0902699344,3132281.5602699304
2025-03-21,3330563.9483068516,3390948.079306855,3342814.5518068476,3353184.3983068597,3222535.124306852,3452704.02680685,3232471.753306858,3268761.847306852,3330376.4568068534,3020967.9858068544
2025-03-22,3254127.5836382187,3445075.3281382173,3517416.723638217,3289391.818638215,3444625.7151382193,3589895.0401382153,3517416.723638217,3331052.180138211,3263719.5981382136,3453388.5811382188
2025-03-23,3364544.6144346553,3493256.144434652,3697429.2864346574,3325181.321434656,3175392.7294346527,3178328.8159346553,3239372.187434659,3463694.487434652,3278068.443434659,3454100.4839346563
2025-03-24,3289235.9272721265,3266136.6757721184,3588222.2627721196,3442023.6857721256,3455805.6587721235,3408755.5332721206,3370293.1027721227,3482224.5992721203,3509374.4752721237,3422260.5367721203
2025-03-25,3374855.0249517765,3334207.5204517776,3260159.5154517777,3412192.4814517796,3427975.438451782,3399940.1204517754,3305567.0809517745,3199470.5994517747,3377354.146951774,3368873.9174517747
2025-03-26,3143097.7446205467,3040147.883620546,3398851.902620546,3327943.0981205464,3095182.3221205506,3243640.4476205483,3279095.7166205463,3166213.886620549,3269267.8081205515,3419316.4601205485
2025-03-27,3380382.020829172,3173869.803329184,3211296.6873291824,3276833.8173291776,3177852.728329183,3439032.557829181,3396863.738829185,3295153.2368291803,3271113.70232918,3148534.9753291802
2025-03-28,3607326.4450873975,3639254.441587399,3302295.318587402,3425731.9730874035,3242118.620087396,3417503.0455873976,3441913.156587398,3428268.6475873995,3441092.1680874005,3491169.103087396
2025-03-29,3104849.42467041,3104664.56417041,3364616.1871704077,3489099.654670407,3343647.4436704116,3423471.8281704104,3381110.7361704092,3433720.8176704096,3276844.8106704103,3330788.752670411
2025-03-30,3462222.7446198603,3348736.4076198586,3350161.838119858,3332032.7906198674,3362037.6806198605,3480779.7911198577,3301679.834619861,3254425.354619862,3377634.7811198607,3619311.1901198598
2025-03-31,3372721.631241098,3314518.940741098,3492318.3652410964,3332571.6007410963,3322354.872741093,3652322.4897410944,3380224.4352410943,3367091.82924109,3313957.918741093,3357255.9142410895
2025-04-01,3449763.4098443855,3440652.345844384,3659869.9533443796,3369797.081844389,3442685.484844382,3377845.7763443855,3334904.73534439,3097634.6968443887,3451987.3348443895,3507385.799344385
2025-04-02,3424346.7323084995,3568799.7413084926,3390213.55780849,3458747.9468084956,3343011.590808493,3412083.093808487,3475941.3748084917,3370277.1373084984,3377838.116308494,3456860.2343084905
2025-04-03,3471360.875923223,3496318.726423225,3344553.40592322,3246431.876423219,3407383.787423219,3585442.832923221,3462909.2304232214,3455042.5969232237,3381483.9994232184,3463726.0889232196
2025-04-04,3571498.6699257568,3485859.907425752,3632557.0859257574,3404355.3014257583,3171280.6454257565,3313179.920925759,3597859.6094257585,3410840.9299257556,3367279.3999257516,3380092.5854257536
2025-04-05,3537018.585322944,3214837.7018229426,3725746.76032294,3443493.6658229437,3403494.166822941,3519380.690822939,3481853.0768229417,3403463.4978229413,3735663.282822937,3215022.5623229425
2025-04-06,3397191.5130537036,3317891.3215536987,3413713.3370536957,3418534.8190536965,3536782.6455536988,3453961.112053698,3521702.2555536935,3674030.875553701,3404282.5400536954,3588296.0720536923
2025-04-07,3548239.267137331,3117480.143637331,3546543.6351373326,3386480.5816373318,3328322.3751373338,3407897.067637331,3485638.035637331,3421000.8101373254,3340052.139137329,3153643.2281373325
2025-04-08,3355119.3156153425,3594565.0981153455,3557273.983115342,3561866.946115342,3296517.130115345,3281195.239115343,3293085.9651153437,3604457.112115339,3387136.6701153405,3371328.793615342
2025-04-09,3607767.889664933,3729984.3726649336,3565736.639164937,3269420.63916494,3141233.045664935,3581877.7271649307,3440636.9626649334,3334646.786664934,3543594.349164935,3585265.2216649377
2025-04-10,3242707.473998626,3253623.3909986313,3553075.768498626,3381807.0709986268,3497306.466998631,3465027.5399986263,3366738.2384986323,3253623.3909986313,3340107.946998623,3261973.0054986295
2025-04-11,3365124.9004683583,3164952.728968358,3318975.4069683594,3408354.1459683604,3070881.106468361,3471672.115468358,3443985.192468358,3320176.5434683603,3142377.2189683598,3402328.8419683576
2025-04-12,3124041.678685618,3326774.49118562,3458459.8471856182,3441456.44818562,3322511.4456856176,3432477.975685622,3355092.4556856183,3251187.7941856184,3640360.594185612,3687977.1276856204
2025-04-13,3333754.3181555555,3532108.5721555543,3382956.6211555526,3448509.344155557,3446098.3796555502,3113568.5086555546,3442984.4656555583,3387864.181155552,3522751.434155558,3781207.7191555556
2025-04-14,3463185.623991514,3189796.333491508,3301348.8934915066,3459740.658991509,3561506.0999915083,3185921.812491512,3139352.836991509,3429935.6139915087,3538868.3174915113,3426860.0654915115
2025-04-15,3252777.389377746,3203027.842377748,3505607.203377746,3487416.6868777466,3399325.0838777483,3336844.4323777473,3435386.619377742,3285866.510377745,3492681.3568777395,3299369.4258777425
2025-04-16,3384210.123322471,3589311.110822471,3444950.5308224666,3496192.56232247,3458726.1273224666,3524502.9458224657,3399583.3528224626,3302182.8798224656,3560605.690822469,3343063.8353224713
2025-04-17,3375753.8564476697,3397553.7214476666,3405950.6754476666,3433679.348447664,3474364.5409476617,3554317.687447664,3660884.9384476645,3450687.6319476636,3398114.7434476716,3500788.5749476706
2025-04-18,3281832.4743857556,3311302.1933857566,3235695.2148857526,3262295.093385756,3003388.0668857545,3469427.401385755,3378525.29188575,3395272.0013857535,3355282.8098857542,3360514.7068857546
2025-04-19,3554509.814593077,3607630.2280930826,3468518.253593084,3558809.2115930803,3699080.39509308,3476079.2325930796,3244887.594593079,3470276.336593079,3565417.978593079,3294229.238593079
2025-04-20,3642092.735503421,3657422.7425034256,3159059.626503425,3616148.685003418,3448843.008003427,3363112.7230034275,3521579.355503424,3420518.93300343,3564770.200503422,3562862.614503423
2025-04-21,3524014.154689323,3480452.985689318,3428263.802189315,3557032.938189317,3274867.609689318,3699228.431189317,3422912.0886893165,3645829.3811893193,3184552.9406893183,3204904.2251893203
2025-04-22,3533497.7027567173,3352651.59125671,3530847.1187567124,3401335.9697567094,3679014.5307567134,3562445.225256714,3330799.2772567105,3777028.0522567173,3524688.8362567113,3363567.508256715
2025-04-23,3501117.8568538353,3618474.8413538327,3326427.6808538325,3457273.949353837,3413835.108853835,3639796.3898538416,3552415.591353837,3483372.0538538345,3673873.419353843,3363537.9883538373
2025-04-24,3856141.023075206,3396324.678575205,3427277.051575204,3413792.297575207,3473398.9560752036,3226837.6280752057,3463126.5115752066,3250824.5880752048,3355295.308575206,3402623.427075206
2025-04-25,3298221.489050001,3537652.462049991,3443083.132549997,3369079.3460499984,3563164.1195499985,3369079.3460499984,3486273.977549995,3431222.2210500017,3428780.6580499974,3627067.1660499987
2025-04-26,3469761.755795889,3424299.629795888,3276330.83629589,3422782.828295894,3533559.5267958897,3439717.4567958885,3399167.4802958923,3545020.6822958933,3694123.082295889,3368920.31279589
2025-04-27,3523386.8236144506,3547615.920114445,3332132.5381144453,3459922.8246144485,3470648.5061144475,3385777.7091144454,3356886.6491144537,3397444.3001144524,3430855.340114449,3524526.112614441
2025-04-28,3333630.391825887,3552100.8318258896,3520249.557325888,3513351.8238258893,3556432.3303258875,3533035.9733258877,3532769.6918258877,3518477.743325883,3201417.645825886,3139436.4193258896
2025-04-29,3396959.3135731486,3404537.666573148,3455158.958073156,3199732.37007315,3404242.677573152,3531269.680573157,3012575.200073155,3274366.2260731505,3246127.0000731493,3409110.271573154
2025-04-30,3340669.740701371,3638937.2307013744,3362079.931201367,3697690.133201367,3539008.70870137,3512485.4167013685,3591236.7472013673,3324152.7282013716,3402703.0912013697,3402703.0912013697
